1,0,0,-0.238938053,-0.230088496,-0.398230088,-0.566371681,-0.566371681,-0.814159292,-0.734513274,-1,0.088495575,-0.884955752,-0.256637168,-0.911504425,-0.265486726,-0.646017699,-0.168141593,-0.575221239,0.274336283,-0.82300885,-0.132743363,-0.743362832,-0.150442478,-0.469026549,-0.026548673,-0.451327434,0.415929204,-0.646017699,0.053097345,-0.610619469,-0.008849558,-0.380530973,0.097345133,-0.362831858,0.522123894,-0.442477876,0.274336283,-0.460176991,0.159292035,-0.345132743,0.212389381,-0.300884956
1,0,0,0.277777778,-0.211111111,0.488888889,-0.477777778,0.666666667,-0.766666667,0.855555556,-1,0.011111111,-0.788888889,0.4,-0.888888889,0.511111111,-0.633333333,0.433333333,-0.511111111,-0.188888889,-0.666666667,0.255555556,-0.744444444,0.377777778,-0.444444444,0.277777778,-0.355555556,-0.3,-0.466666667,0.088888889,-0.5,0.222222222,-0.266666667,0.144444444,-0.2,-0.355555556,-0.233333333,-0.088888889,-0.211111111,0.066666667,-0.111111111,0.033333333,-0.077777778
1,0,0,-0.23015873,-0.277777778,-0.357142857,-0.603174603,-0.492063492,-0.833333333,-0.642857143,-1,0.087301587,-0.849206349,-0.246031746,-0.896825397,-0.26984127,-0.658730159,-0.19047619,-0.563492063,0.246031746,-0.777777778,-0.150793651,-0.746031746,-0.174603175,-0.507936508,-0.063492063,-0.46031746,0.373015873,-0.634920635,0.015873016,-0.619047619,-0.03968254,-0.420634921,0.063492063,-0.380952381,0.46031746,-0.46031746,0.214285714,-0.5,0.111111111,-0.380952381,0.158730159,-0.333333333
1,0,0,0.1484375,-0.2734375,0.2109375,-0.59375,0.265625,-0.8203125,0.3515625,-1,-0.2265625,-0.765625,0.015625,-0.859375,0.09375,-0.6484375,0.015625,-0.578125,-0.40625,-0.671875,-0.0859375,-0.7421875,0.015625,-0.5,-0.0859375,-0.46875,-0.5078125,-0.5234375,-0.2109375,-0.5703125,-0.0859375,-0.375,-0.1796875,-0.3359375,-0.5625,-0.3515625,-0.34375,-0.3984375,-0.2109375,-0.296875,-0.2578125,-0.2578125
1,0,0,0.145299145,-0.213675214,0.239316239,-0.538461538,0.307692308,-0.794871795,0.41025641,-1,-0.196581197,-0.760683761,0.042735043,-0.863247863,0.145299145,-0.641025641,0.076923077,-0.555555556,-0.393162393,-0.658119658,-0.068376068,-0.735042735,0.042735043,-0.487179487,-0.05982906,-0.435897436,-0.504273504,-0.487179487,-0.205128205,-0.547008547,-0.05982906,-0.341880342,-0.153846154,-0.299145299,-0.581196581,-0.290598291,-0.35042735,-0.367521368,-0.205128205,-0.256410256,-0.247863248,-0.222222222
1,0,0,-0.238095238,-0.277777778,-0.365079365,-0.603174603,-0.492063492,-0.825396825,-0.642857143,-1,0.087301587,-0.849206349,-0.246031746,-0.896825397,-0.261904762,-0.674603175,-0.182539683,-0.587301587,0.246031746,-0.777777778,-0.150793651,-0.753968254,-0.166666667,-0.507936508,-0.055555556,-0.476190476,0.373015873,-0.634920635,0.015873016,-0.626984127,-0.03968254,-0.412698413,0.063492063,-0.380952381,0.46031746,-0.46031746,0.214285714,-0.5,0.103174603,-0.373015873,0.150793651,-0.317460317
1,0,0,-0.264957265,-0.230769231,-0.427350427,-0.564102564,-0.564102564,-0.820512821,-0.709401709,-1,0.034188034,-0.846153846,-0.290598291,-0.88034188,-0.299145299,-0.64957265,-0.222222222,-0.555555556,0.213675214,-0.777777778,-0.170940171,-0.717948718,-0.188034188,-0.47008547,-0.094017094,-0.427350427,0.35042735,-0.615384615,0,-0.58974359,-0.05982906,-0.367521368,0.034188034,-0.324786325,0.452991453,-0.427350427,0.196581197,-0.452991453,0.076923077,-0.307692308,0.128205128,-0.264957265
1,0,0,0.181818182,-0.218181818,0.290909091,-0.545454545,0.381818182,-0.809090909,0.518181818,-1,-0.145454545,-0.790909091,0.090909091,-0.863636364,0.172727273,-0.636363636,0.109090909,-0.563636364,-0.363636364,-0.690909091,-0.036363636,-0.745454545,0.072727273,-0.481818182,-0.027272727,-0.445454545,-0.490909091,-0.518181818,-0.190909091,-0.554545455,-0.045454545,-0.345454545,-0.127272727,-0.309090909,-0.563636364,-0.318181818,-0.336363636,-0.363636364,-0.190909091,-0.254545455,-0.227272727,-0.218181818
1,0,0,0.170940171,-0.264957265,0.282051282,-0.581196581,0.401709402,-0.811965812,0.521367521,-1,-0.213675214,-0.829059829,0.111111111,-0.888888889,0.179487179,-0.666666667,0.085470085,-0.598290598,-0.393162393,-0.735042735,-0.008547009,-0.735042735,0.068376068,-0.504273504,-0.051282051,-0.47008547,-0.504273504,-0.564102564,-0.153846154,-0.555555556,-0.051282051,-0.367521368,-0.145299145,-0.35042735,-0.572649573,-0.376068376,-0.316239316,-0.393162393,-0.188034188,-0.299145299,-0.230769231,-0.264957265
1,0,0,-0.269230769,-0.259615385,-0.432692308,-0.567307692,-0.596153846,-0.817307692,-0.798076923,-1,0.067307692,-0.971153846,-0.298076923,-0.903846154,-0.317307692,-0.625,-0.211538462,-0.557692308,0.278846154,-0.875,-0.144230769,-0.730769231,-0.182692308,-0.442307692,-0.086538462,-0.403846154,0.451923077,-0.682692308,0.057692308,-0.567307692,-0.009615385,-0.336538462,0.086538462,-0.307692308,0.576923077,-0.461538462,0.307692308,-0.432692308,0.192307692,-0.298076923,0.230769231,-0.25
1,0,0,0.18018018,-0.27027027,0.297297297,-0.594594595,0.414414414,-0.828828829,0.54954955,-1,-0.225225225,-0.855855856,0.09009009,-0.90990991,0.18018018,-0.675675676,0.117117117,-0.594594595,-0.423423423,-0.747747748,-0.027027027,-0.738738739,0.081081081,-0.495495495,-0.027027027,-0.459459459,-0.54954955,-0.567567568,-0.198198198,-0.558558559,-0.072072072,-0.369369369,-0.153153153,-0.333333333,-0.630630631,-0.351351351,-0.414414414,-0.387387387,-0.252252252,-0.288288288,-0.234234234,-0.243243243
